inspection_id,law,violation_comments,corrective_comments
9903649,2-301.11,"Cooks frequently wipe hands on aprons and wiping cloths while preparing and handling food. Once aprons/cloths are soiled with food debris, bacteria can grow on them and they therefore contaminate hands when they are touched.",Counseled employees that wiping hands on aprons/cloths should trigger hand wash. Please work to break habit of wiping hands on aprons/cloths. Will observe progress on re-inspection in approximately 2 weeks.
9903649,2-401.11,Kitchen employee eats while preparing food in kitchen.,"Corrected during inspection by counseling employee and having him wash hands before returning to food preparation tasks. Please review with all staff that they may not eat in kitchen and they must wash their hands after eating (on breaks, outside of kitchen) before resuming food prep work. I will observe progress on re-inspection in approximately 2 weeks."
6205229,"","",""
6205228,"","",""
6204979,4-302.14,There are no bleach solution testing papers in the establishment.,Please obtain some. I WILL RETURN IN 2 WEEKS TO FOLLOW-UP.
6204979,4-302.12,There is no probe thermometer in the establishment.,Please obtain one. I WILL RETURN IN 2 WEEKS TO FOLLOW-UP.
6204979,3-501.13,Several variety of frozen fish were sitting on the counter thawing at room temperature.,"As we discussed, thaw frozen product only under running water or in refrigeration."
6204979,3-603.11,"The menu advisory is incomplete. The reminder statement is only on the front page, and there is no asterisks next to menu items that are offered raw or undercooked.","As we discussed, review the handout and add the reminder statement to each page that contains raw items, and add asterisks next to items that are raw to link them to the statement on the bottom of the pages. I WILL RETURN IN 2 WEEKS TO FOLLOW-UP."
6204979,"3-501.19(A)(B)(2)(C)(2,3)",There is no written procedures nor a timer being used for sushi rice that is allowed to cool for use.,"Any sushi rice that is cooked and allowed to cool must be done according to procedures approved by our dept, and that rice must be tracked by use of a timer, etc, and then any remaining must be discarded. I WILL RETURN IN 2 WEEKS TO FOLLOW-UP."
6204979,3-501.16,"The establishment has one six-door refrigeration unit. The right side (2 doors) does not work at all. The upper zone of the center and left sides holds food in the correct range. The lower zone of the center and left sides hold food in the 47 to 50 deg F range. There are only uncut vegetables, sausce and packages of yakisoba noodles in the that area.","HAVE THIS UNIT SERVICED AS SOON AS POSSIBLE. Do not keep any cooked food, raw meats or cut vegetables in this area. I WILL RETURN IN 2 WEEKS TO FOLLOW-UP."
6204979,4-501.114(A),"There was no measurable chlorine concentration in the dishwasher. The bottle is full, but there are air bubbles in the line.",CORRECTED. The machine was primed and then measured 100 ppm chlorine concentration. I RECOMMEND THAT YOU CHECK THE CHLORINE CONCENTRATION EVERY MORNING AFTER RUNNING SEVERAL LOADS.
6204979,3-402.12,There is no record or statement on site that states that the fish went through freezing for parasite destruction.,Please obtain from your fish suppliers that the seafood has been frozen at the required temperature for the required time to accomplish parasite destruction. I WILL RETURN IN APPROX 2 WEEKS TO FOLLOW-UP.
6204979,6-301.12,The handwash sink in the kitchen had no paper towels upon my arrival.,CORRECTED. Handwash sinks must have paper towels (not napkins) at all times!
8605145,"","",""
8505509,3-501.15,Rice in storage container in reach in was 117F. Product did not exceed 2 hours out of temperature.cooling.,***Corrected by putting into hotel pans and in walk-in for rapid cooling.
8505509,3-501.14,Curry sauces in 6 inch third pans in reach in dated from yesterday temped at 50 degrees. Manager confirmed readings.,***Corrected by discarding. Demonstrated using ice wand for future cooling.
6205168,"","",""
8605181,"","",""
6205016,"","",""
6204884,"","",""
7905759,"","",""
7906181,4-302.14,ONLY HAVE CHLORINE TEST STRIPS WHILE USING QUAT SANITIZER,DEMONSTRATED & EDUCATED ABOUT PROPER STRIPS - PROVIDED BY END OF INSPECTION FOR CORRECTION
7906181,3-501.15,THOUGH THE REFRIED BEANS WERE STILL HOT THEY WERE IN 6 &4 DEEP CONTAINERS,HAD THEM PLACED IN CONTAINERS SO PRODUCT WAS NO MORE THAN 2 DEEP = & EDUCATED ABOUT PROPER COOLING FOR CORRECTION
7906181,2-301.14,OBSERVED WORKERS TOUCHING FACE AND NOT IMMEDIATELY WASHING HANDS,INTERVENED AND HAD HANDS WASHED PROPERLY FOR CORRECTION - WITH EDUCATION
6205185,4-602.13,There is a build-up of dust and grime on the wall around the exhaust fan as well as the fan assembly itself.,PLEASE CLEAN THIS AREA MORE FREQUENTLY.
6204850,3-501.16,The kitchen triple-door unit is holding food in the 50 to 54 deg F range.,"TRY TURNING THE UNIT DOWN AND CLEANING THE AIR INTAKE ON THE BOTTOM TO SEE IF THAT MAKES IT RUN COOLER, BUT IF NOT, HAVE THE UNIT REPAIRED OR REPLACED.ALTERNATIVE PROCEDURE: Until the unit is capable of holding food at 41 deg F or below, keep all cookedj foods, ready-to-eat foods and raw animal proteins n the prep unit. Keep only vegetabes, breads, commercial salad dressing in the triple door. I WILL RETURN IN APPROX 2 WEEKS TO FOLLOW-UP."
6204937,"","",""
6204806,"","",""
6205105,5-205.15(B),"In the women's restroom, the handwash sink hot water knob is broken.",PLEASE REPAIR THIS.
6205105,6-301.12,There were no paper towels at either dispenser in the kitchen.,CORRECTED. Some from another location were provided.
8605165,3-603.11,Inadequate consumer advisory for raw and under-cooked animal proteins.,Issue discussed. Will make changes on menus before next semi-annual inspection.
8605165,3-501.17,Partially used portions of cooked meat not properly date-marked.,***CORRECTED*** Items date marked as appropriate.
7906170,"3-302.11(A)(1,2)",IN WALKIN FREEZER SEVERAL RAW FISH/CHICKEN ITEMS IMPROPERLY STORED (all was ok in the regular refrigeration),DEMONSTRATED & EDUCATED COOK UNTIL PROPER STORAGE WAS UNDERSTOOD & CORRECTED
7906170,3-203.12,NOT RECORDING LAST DATE OF USE ON SHELL FISH TAGS FROM OYSTERS,EDUCATED AGAIN TO DO THIS & VERIFIED UNDERSTANDING FOR CORRECTION (they are keeping the tags)ALSO DISCUSSED KEEPING ALL BAGS OF THE OYSTERS SEPARATE WITH THEIR TAGS (don't mix two bags into same storage tub)CORRECTED - THANK YOU
7906170,2-301.15,WAIT STAFF USING FRONT CULINARY SINK FOR HAND WASH RATHER THAN DESIGNATED HAND SINK (which was covered with serving trays),EDUCATED & REDIRECTED HAND WASHING TO PROPER SINK FOR CORRECTION
3608612,"","",""
7905718,2-401.11,SODA CAN WITH STRAW IN WORK AREA,REINFORCED PROPER BEVERAGE CONTAINERS WITH FLIER FOR CORRECTION
7905718,5-205.11,WASHING DISHES IN HAND SINK AT BEGINNING OF INSPECTION,EDUCATED THAT HAND SINK FOR HAND WASH ONLY - CORRECTED
7905718,3-501.14,PAN OF COOKED MEAT IN BROTH SITTING AT 95F AT ROOM TEMP,HAD IT REFRIGERATED & EXPLAINED/EDUCATED PROPER COOLING FOR CORRECTION
7905718,4-501.114(A),CHLORINE HAD EVAPORATED FROM SINK TO LESS THAN 50 PPM,REFILLED SINK WITH FRESH WATER & BLEACH FOR CORRECTION
7905718,6-301.12,PAPER TOWELS MISSING IN KITCHEN (using napkins),PROVIDED (GOT SOME FROM RESTROOM)by end of inspection - CORRECTED
7906196,3-603.11,ADDED HUEVOS RANCHEROS & HAMBURGERS TO MENU (ONLY ON THE WALL NOW)WITH NO ADVISORY,STARRED ITEMS & ADDED ADVISORY DURING INSPECTION FOR CORRECTION - ALSO LEFT FACT SHEET #6 FOR FULL EXPLAINATION SO IF MENUS ARE PRINTED IT MUST BE ADDED THERE TOO.
7906196,3-501.14,"POT OF COOKED CHICKEN & BROTH 6-8DEEP COVERED IN REFRIG @ 78F & POT OF COOKED, DICED MEAT SAME IN REFIRG @88F",EDUCATED ABOUT SHALLOW PAN COOLING & HAD THESE ITEMS PUT INTO SHALLOW CONTAINERS WITH NO COVER & EDUCATED TO KEEP UNCOVERED & SHALLOW UNTIL 41F OR COOLER - THEN CAN PUT INTO OTHER COVERED DEEP CONTAINERS.CORRECTED
6806064,3-603.11,INFORMATIONAL ONLY,""
6805670,7-102.11,SEVERAL UNLABELED BOTTLES NOTED.,CORRECTED AT INSPECTION BY LABELING.
6805955,3-501.16,PORK BLOOD AND OTHER PORK MEATS OUT AT ROOM TEMP. THEIR ICE BATH FOR OTHER PHO MEATS DID NOT HAVE ENOUGH ICE.,CORRECTED BY SETTING PROPER ICE BATHS FOR THEM.
6105992,"","",""
7905713,5-501.110,GREASE RECYCLING CONTAINER HAS BEEN REMOVED & USED FRYER OIL IS IN WASTE WASTE ENCLOSURE IN UNCOVERED PLASTIC BUCKETS,"PLEASE FIND RECYCLER FOR THIS WASTE,IN THE MEAN TIME COVER ALL BUCKETS TO PREVENT RODENT INFESTATION."
7905713,4-203.12,MISSING THERMOMETER FOR 3RD INSPECTION IN A ROW IN SALAD REFRIG,CORRECTED TODAY WITH NEW THERMOMETER DURING INSPECTION
6805809,"","",""
7905964,7-202.12(C),HOME USE INSECT BOMB UNDER BAR COUNTER,DISCARDED - EDUCATED NOT TO USE DOMESTIC CHEMICALS IN COMMERCIAL SETTING FOR CORRECTION
6806005,"","",""
6105785,3-501.16,RAW HAMBURGER PATTIES AND CHICKEN BREASTS THAT ARE LOCATED BEFORE THE CONVEYOR BELT WERE TEMPED AT 43F. THE LIDS ON BOTH CONTAINERS WERE OPEN AT TIME OF INSPECTION.,***CORRECTED***PIC CLOSED LIDS TO BOTH CONTAINERS. BEFORE LEAVING MEAT WAS TEMPED AT OR BELOW 41F.
3404497,"3-302.11(A)(1,2)",Raw eggs stored above plastic baggies of ready to eat foods in large Avantco refrigeration unit.,***Corrected*** by educating and PIC moving the eggs to a lower shelf.
6805827,"","",""
6805768,"","",""
6806071,4-501.114(A),THERE WAS NO SANITIZER DETECTED IN THE DISHWASHER BECAUSE IT WAS EMPTY.,THEY REPLACED ALL THE SANITIZERS AND DETERGENT BUCKETS AND WE PRIMED IT UNTIL IT SHOWED 50-100 PPM CHLORINE.
6805648,"","",""
6805954,4-601.11(A),SOILED KNIVES ON MAGNETIC WALL HOLDER,CLEANED AT INSPECTION
7905602,97A,BOTH SMALL & OBLONG CLAM SHELLS IN USE - LEFT FLIER.,""
7905602,4-501.114(A),"EVEN THOUGH CHLORINE SANITIZER CONCENTRATION WAS THROUGH THE ROOF, THE SMOOTHIE BLENDER & AND LID HAD NO SANITIZER RESIDUE AT ALL",HAD IT RE WASHED & SANITIZED FOR CORRECTION - PLUS EDUCATION
7905602,7-202.12(A)(2)(3)(B),BLEACH IN SANITIZING SINK SO STRONG END OF TEST PAPER TURNED WHITE AND IT WAS SLIPPERY TO THE TOUCH,HAD TO NEARLY COMPLETELY EMPTY SINK & ADD WATER TO CORRECT TO 50-100 PPM
7905602,3-501.17,CUT CLEANED LETTUCE & TOMATO NOT DATED;OPENED CONTAINERS OF DELI MEAT (HAM) NOT DATED;DEFROSTED PRE-COOKED EGGS & SAUSAGE;FETA CHEESE,"REMEMBER TO MARK THE DATE PRODUCT IS CUT & CLEANED (W/ lettuce & tomatoes) AND/OR OPENED (deli meats, defrosted eggs, sausages, feta cheese) AND THEN DISCARD NO LATER THAN 6 DAYS LATER - TOTAL OF 7 DAYS."
7905602,3-501.16,DELI DISPLAY COOLER HOLDING CREAM CAKE AT 44.6F BUT LOWER CORNER OF UNIT HOLDING FOODS @ 39F,HAD FOOD REARRANGED SO THAT POTENTIALLY HAZARDOUS FOODS ARE IN THE COLDEST PART OF UNIT FOR CORRECTION
7905602,6-301.12,NO PAPER TOWELS AT FRONT END HAND SINK,PROVIDED DURING INSPECTION FOR CORRECTION
6806060,"","",""
7906079,4-204.112(A)(B)(D),MISSING IN SMALL REFRIG NEAREST THE DOORWAY TO DINING ROOM,REPLACED DURING INSPECTION.
6806073,"","",""
9505796,"","",""
9505791,4-903.11,SINGLE USE UTENSILS WRAPPED IN PLASTIC STORED UNDER PAPER TOWEL DISPENSER AT THE FRONT HANDWASH SINK.STRAWS WRAPPED IN PLASTIC STORED UNDER PAPER TOWEL DISPENSER AT DRIVE-THROUGH HANDSINK.BOTH AREAS SUBJECT TO HANDWASH SPLASH WHILE RECHING FOR A PAPER TOWEL.,CORRECTED.UTENSILS AND STRAWS MOVED AWAY FROM SPLASH AREAS BY THE HANDWASH SINKS.
9505791,6-301.12,PAPER TOWLES OUT IN THE MENS RESTROOM,"CORRECTED, REPLACED."
9505311,5-103.11,NO HOT WATER AVAILABLE AT THE KITCHEN HANDSINK.,"STAFF WILL WASH THEIR HANDS AT THE TWO VAT SINK NEARBY.THE TWO VAT SINK IS ALSO A FOOD PREP SINK.UNTIL HANDSINK CORRECTED, USE THE LEFT VAT FOR HANDWASHING, AND THE RIGHT VAT FOR FOOD PREP---IF NEEDED (THAWING, WASHING PRODUCE).I WILL RECHECK THIS."
9505311,3-501.16,MULTIPLE FOODS FOUND IN THE WALK-IN BETWEEN 45-46 DEGREES THAT WERE ON THE LOWER RIGHT SHELVES.FOOD FOUND ON THE OTHER SHELVES BETWEEN 42-43 DEGREES.,ALL POTENTIALLY HAZARDOUS FOOD FOUND ABOVE 44 DEGREES ALL THROWN OUT.WE ALLOW 2 DEGREES LEEWAY ABOVE 41 DEGREES SO THE OTHER FOOD WAS KEPT.OWNER WILL ADJUST THE TEMPERATURE OF THIS WALK-IN AND I WILL RECHECK THIS.*****ALSO MAKE SURE ALL STAFF KNOW TO NOT COOL HOT FOOD IN THE WALK-IN COVERED WHILE IT IS STILL ABOVE 41 DEGREES.THIS INCLSUED PARTIALLY COVERING OR VENTING----COMPLETELY UNCOVER.
9505311,6-301.12,NO PAPER TOWELS IN WOMENS RESTROOM WHILE RESTAURANT OPEN.,"CORRECTED, PAPER TOWELS REPLACED."
9505311,3-305.11,NEW BAR HAS HANDWASH SINK RIGHT NEXT TO THE ICE BIN FOR CUSTOMER DRINKS.,YOU NEED TO INSTALL A BARRIER BETWEEN THE HANDSINK AND THE ICE BIN TO PREVENT CONTAMINATION OF THE DRINK ICE.USE PLEXIGLASS OR METAL.
9505588,7-201.11,BOTTLE OF ALL PURPOSE CLEANER HANGING ON SHELF RIGHT OVER A BAG OF RICE.,"CORRECTED, MOVED TO CHEMICAL STORAGE AREA."
9505588,5-204.11,"ONE HANDWASH SINK IN THE BACK AREA WAS REMOVED.THOUGH THERE IS A CLEAR PASSAGE FROM BACK FOOD HANDLING AREAS TO THE FRONT HANDSINK BECAUSE THERE ARE NO DOORS, IT IS TOO FAR AWAY FROM THE FARTHEST AREA OF THE COOKING AREA.",OWNER IS ALREADY PLANNING TO RE-INSTALL THIS HANDWASH SINK.I WILL RECHECK THIS.
9505816,4-602.13,MEAT SLICER BLADE GUARD HAS FOOD PARTICLE BUILD-UP.,CLEAN.
9505770,4-302.14,LACKS SANITIZER TEST STRIPS.,GET QUATERNARY AMMONIA TEST STRIPS TO ENSURE YOUR SANITIZER IS 200 PPM.I WILL RECHECK THIS.
9505770,4-501.11,WALK-IN CONDENSOR LEAKING WATER.,THEY ARE IN THE PROCESS OF REPAIRING THIS.DO NOT KEEP ANY FOOD WHERE IT CAN BE CONTAMINATED BY CONDENSOR WATER.
9505770,3-304.15(B)(D)(E),BOX OF LATEX GLOVES OBSERVED IN CABINET BELOW FRON HANDWASH SINK.TOLD ME THEY USE FOR CLEANING THE RESTROOMS ONLY.,REMOVE.LATEX GLOVES ARE PROHIBITED FROM USE IN RESTAURANTS.GET VINYL OR OTHER MATERIAL LISTED ON THE BOX AS LATEX FREE
9505770,4-302.12,ONLY HAS A 0-220 DEGREE MANUAL THERMOMETER.YOU NEED A DIGITAL TAPERED NEEDLE POINT PROBE THERMOMETER TO CHECK THE INTERNAL TEMPERATURE OF THIN FOODS LIKE CHICKEN AND THIN PIZZA TOPPINGS.,GET A DIGITAL TAPERED NEEDLE POINT PROBE THERMOMETER.I WILL RECHECK THIS.
9505770,4-204.112(A)(B)(D),NO THERMOMETER FOR SMALL MILK REFRIGERATOR BY ESPRESSO AREA.,GET A HANGING THERMOMETER.
9505534,6-501.12,FLOOR UNDER KITCHEN COOKING EQUIPMENT DIRTY (OLD LEMONS AND OTHER DEBRIS) BUT LOOKS BETTER THAN BEFORE.,CONTINUE YOUR CLEANING IN THIS AREA TO PREVENT RODENT OR INSECT PROBLEMS.
9505534,3-304.12,ICE SCOOP STORED DIRECTLY ON ICE MACHINE TOP WHICH IS DUSTY.,STORE IN THE PLASTIC CONTAINER YOU HAVE THERE.
9505656,2-401.11,"TWO DRINK CUPS FOUND BY ONE OF THE HANDWASH SINKS, THE OTHER ONE FOUND AT DRIVE-THROUGH AREA--BOTH HAVE LIDS ONLY.YOU ALREADY HAVE THE EMPLOYEE DRINK CUP REMINDER POSTED ON THE BULLETIN BOARD.","CORRECTED, BOTH REMOVED.MANAGER IS FAMILIAR WITH THE RULE REQUIRING DRINKS TO HAVE LIDS AND STRAW OR LIDS AND HANDLES TO PREVENT HAND-MOUTH CONTAMINATION IN WORK AREAS.YOU MY DRINK OUT OF ANY CONTAINER OR EAT AT DESK AREA OR DINING ROOM---AS LONG AS STAFF WASH HANDS TWICE AFTER THOSE BREAKS."
9505033,6-201.16,CEILING DAMAGED NEAR ICE MACHINE.,REPAIR.
9505033,4-602.11(E),DIRTY WATER POOLING IN BOTTOM OF DRAWER REFRIGERATOR.,""
9505033,4-204.112(A)(B)(D),THERMOMETER MISSING FROM DRAWER REFRIGERATOR.,""
9505070,3-304.12,ICE SCOOP HOLDER BOTTOM IS SOILED.,"CORRECTED, WASHED-RINSED-SANITIZED."
9505070,4-602.11(E),BACK OF ICE MACHINE INTERIOR HAS SMALL AMOUNT OF PINK MILDEW.,"WHEN ABLE, EMPTY THE ICE MACHINE, THEN WASH-RINSE-SANITIZE."
9505842,5-205.15(B),FAUCET BY THE HOT WATER HEATER LEAKING.WATER IS POOLING ON THE FLOOR.,REPAIR.
9505842,4-903.11,BOX OF CUPS STORED ON THE FLOOR IN THE BACK STORAGE AREA,"CORRECTED, REMOVED FROM THE FLOOR."
9505292,4-302.14,USING A CHLORINE BASED SANITIZER TO CLEAN FROSTY MACHINE.NO CHLORINE TEST STRIPS AVAILABLE.,"CORRECTED, SMALL AMOUNT OF CHLORINE TEST STRIPS AQUIRED AT END OF INSPECTION.GET CHLORIN TEST STRIPS TO ENSURE YOU ARE USING 50-100 PPM CHLORINE WHEN SANITIZING THE FROSTY MACHINE."
9505292,3-305.12,SMALL PAN OF LEMONS STORED UNDER DRIVE-THROUGH PAPER TOWEL DISPENSER WHERE WET HANDS CAN DRIP ONTO LEMONS WHEN GRABBING A PAPER TOWEL.,CORRECTED.LEMONS MOVED.
9505324,5-501.115,MANY BAGS OF BOTTLES AND CAN PILING UP IN GARBAGE ENCLOSURE OUTSIDE.,RETURN YOUR BOTTLES AND CANS MORE OFTEN TO AVOID PROBLEMS WITH RODENTS AND FLIES.
9505324,3-603.11,NO CONSUMER ADVISORY FOR TO-GO MENU.REGULAR MENU OK.,PLACE SAME WARNING AND STAR NEXT TO IT FOR YOUR TO-GO MENU.PLACE STARS NEXT TO SEAFOOD THAT IS SERVED RAW.I WILL RECHECK THIS UNTIL CORRECTED.
9505324,3-501.16,CONTAINER OF MARINATING SHRIMP ON THE COUNTER NOT BEING ACTIVELY WORKED WITH AT 58 DEGREES.BOX OF UNOPENED SWAI FISH AT 60 DEGREES SITTING ON TABLE NOT BEING WORKED WITH.TOLD ME IT HAS BEEN THERE ABOUT AN HOUR.,"CORRECTED, PLACED IN THE REFRIGERATOR.NO MEAT OR SEAFOOD SHOULD BE LEFT ON A TABLE UNLESS YOU ARE WORKING WITH IT.OTHERWISE REFRIGERATE---OR KEEP OVER 135 DEGREES."
9505324,3-203.12,NOT WRITING DATE LAST SHELLFISH IS SOLD ON THE TAG.WARNED AT LAST INSPECTION.,BEGIN WRITING THE DATE THE LAST SHELLFISH IS SOLD ON THAT TAG.I WILL RECHECK THIS.
9505062,2-401.11,OPEN DRINK CUP SITTING ON PREP COOLER CUTTING BOARD.,"CORRECTED, USING A CUP WITH ALID AND STRAW.LEFT COPY OF EMPLOYEE DRINK RULE.THIS IS TO AVOID HAND MOUTH CONTAMINATION.OWNERS AWARE NOT TO EAT IN THE WORK AREAS."
9505062,"3-302.11(A)(1,2)",RAW EGGS ABOVE READY TO EAT FOOD SUCH AS CHEESE IN HOMESTYLE REFRIGERATOR AT END OF KITCHEN.,CORRECTED.RAW EGGS AND RAW BACON ON LOWEST SHELF.REVIEW TIERING AND COOKING STICKER I GAVE YOU.
9505774,4-204.112(A)(B)(D),NO THERMOMETER IN WAIT STATION REFRIGERATOR CONTAINING MILK.,PLACE A THERMOMETER IN WAIT STATION MILK REFRIGERATOR.
9505774,3-501.14,FOUND 6-7 INCHES DEEP CONTAINER OF RICE IN THE WALK-IN WITH INTERNAL TEMPERATURE OF 47 DEGREES (WALK-IN TEMPERATURE 40 DEGREES).YOU HAVE BEEN CITED MULTIPLE TIMES FOR THIS.,"I'M REQUIRED TO RECHECK THIS.IF I FIND IMPROPER COOLING AGAIN YOU WILL FACE POSSIBLE CLOSURE OF THIS RESTAURANT.I WILL LEAVE ANOTHER COPY OF RAPID COOLING RULE---STUDY THIS.IF YOU DON'T THINK YOU CAN FOLLOW THIS RULE, THEN STOP COOLING OFF/KEEPING HOT LEFTOVER FOOD FOR LATER RE-USE."
9505774,3-403.11,RICE ON STEAM TABLE ONLY 90 DEGREES.RICE HAD NOT BEEN PROPERLY RE-HEATED TO 165 DEGREES BEFORE PLACING ON THE STEAM TABLE.ALL OTHER FOOD ON THE STEAM TABLE OVER 135 DEGREES.,"CORRECTED, RICE RE-HEATED TO OVER 165 DEGREES AT GRILL.MONITOR WITH YOUR PROBE THEROMETER TO ESNURE HOLDING 135 DEGREES OR HOTTER."
9505774,4-302.14,NO CHLORINE TEST KIT FOR THE DISHWASHER OR SANITIZER BUCKETS.,GET ACHLORINE TEST KIT.I WILL RECHECK THIS.
9505774,7-202.12(C),FOUR CANS OF RAID HOMESTYLE SPRAY PESTICIDES FOUND IN WAIT STATION CABINET.,"CORRECTED, RAID REMOVED.ONLY LICENSED PEST CONTROL OPERATORS CAN SPRAY PESTICIDES IN A RESTAURANT."
3608443,4-501.112,"Kitchen dishwasher:After five washes, the final rinse temp at 116 degrees.However, the wash cycle at 147 degrees.The minimum final rinse temp needs to be 160 at the tray level.",**All washing must be done in the bar dishwasher**
3608611,6-301.11,Back room handwashing sink: Lacking handwashing soap at start of inspection.,**Provide**
3607829,4-302.12,Please provide a thin tip probe thermometer.,""
6608832,3-203.12,THE OYSTER TAGS WERE NOT DATED WITH THE DATE THE BATCH WAS USED UP/DISCARDED.,***CORRECTED*** OPERATOR DATED THEM.PLEASE CONTINUE WITH THIS IN THE FUTURE.
8106306,"","",""
8106686,"","",""
8204562,6-202.11,Observed one of the fluorescent light bulb in over head kitchen area without shielding.,Please replace with shielded bulb.Thank you.
8204562,4-602.13,Observed soda gun with buildup on inside.,Please clean and sanitize regularly. Thank you.
8204562,4-203.11,Observed no thin tip (thermocouple) type thermometer for measuring cooking temps of thin meats.,Please provide thermocouple (thin tip) thermometer.Will return on or about 2 weeks for recheck.
8204562,3-501.13,Observed raw beef being thawed improperly on counter top downstairs.,Please use approved method for thawingpotentially hazardous foods.Thank you
8204562,"3-302.11(A)(1,2)",Observed portioned raw chicken in downstairs freezer stored over ready-to-eat foods.,*CORRECTED* Raw chicken was moved to bottom shelf in alternate freezerbelow ready-to-eat foods.
7704672,6-501.11,The handle to the dairy espresso reaching is repaired with tape. A handle to a juicer is also taped.,***Repalce so that they are cleanable.
3607913,4-301.14,FYI:Currently there is no ventilation system and may need to provide proper ventilation.,""
